ORTHO_ID	CA_gene	CG_gene
ORTHO_011407	LOC128178140	LOC105325732
ORTHO_011408	LOC128178144	LOC105333920
ORTHO_011409	LOC128178145	LOC105328500
ORTHO_011410	LOC128178146	LOC105346902
ORTHO_011411	LOC128178147	LOC105346930
ORTHO_011412	LOC128178148	LOC105320820
ORTHO_011413	LOC128178150	LOC105341608
ORTHO_011414	LOC128178151	LOC105341616
ORTHO_011415	LOC128178155	LOC105335394
ORTHO_011416	LOC128178153	LOC117686547
ORTHO_011417	LOC128178156	LOC105330402
ORTHO_011418	LOC128178157	LOC105319824
ORTHO_011419	LOC128178158	LOC105332542
ORTHO_011420	LOC128178161	LOC105340127
ORTHO_011421	LOC128178163	LOC105341536
ORTHO_011422	LOC128178160	LOC105318775
ORTHO_011423	LOC128178164	LOC117688780
ORTHO_011424	LOC128178165	LOC117689108
ORTHO_011425	LOC128178166	LOC105344998
ORTHO_011426	LOC128178167	LOC105332417
ORTHO_011427	LOC128178172	LOC105331835
ORTHO_011428	LOC128178173	LOC105339542
ORTHO_011429	LOC128178174	LOC105347895
ORTHO_011430	LOC128178175	LOC105349020
ORTHO_011431	LOC128178178	LOC105342377
ORTHO_011432	LOC128178181	LOC105318925
ORTHO_011433	LOC128178182	LOC109620778
ORTHO_011434	LOC128178184	LOC105317118
ORTHO_011435	LOC128178187	LOC105332120
ORTHO_011436	LOC128178189	LOC105340978
ORTHO_011437	LOC128178190	LOC105320459
ORTHO_011438	LOC128178171	LOC105325893
ORTHO_011439	LOC128178191	LOC105320461
ORTHO_011440	LOC128178195	LOC105338419
ORTHO_011441	LOC128178196	LOC105339545
ORTHO_011442	LOC128178197	LOC117689254
ORTHO_011443	LOC128178198	LOC105347928
ORTHO_011444	LOC128178199	LOC105331709
ORTHO_011445	LOC128178200	LOC117688911
ORTHO_011446	LOC128178203	LOC136269550
ORTHO_011447	LOC128178211	LOC105320885
ORTHO_011448	LOC128178212	LOC105345218
ORTHO_011449	LOC128178213	LOC105328412
ORTHO_011450	LOC128178206	LOC105325891
ORTHO_011451	LOC128178214	LOC105326542
ORTHO_011452	LOC128178216	LOC105326544
ORTHO_011453	LOC128178217	LOC105326545
ORTHO_011454	LOC128178218	LOC105326547
ORTHO_011455	LOC128178219	LOC105339554
ORTHO_011456	LOC128178220	LOC105336832
ORTHO_011457	LOC128178221	LOC105344337
ORTHO_011458	LOC128178222	LOC105331133
ORTHO_011459	LOC128178226	LOC117681525
ORTHO_011460	LOC128178228	LOC105333106
ORTHO_011461	LOC128178230	LOC105320396
ORTHO_011462	LOC128178231	LOC105339543
ORTHO_011463	LOC128178232	LOC105337853
ORTHO_011464	LOC128178229	LOC136269426
ORTHO_011465	LOC128178233	LOC105326917
ORTHO_011466	LOC128178234	LOC105326818
ORTHO_011467	LOC128178236	LOC105342177
ORTHO_011468	LOC128178237	LOC105326857
ORTHO_011469	LOC128178239	LOC105349021
ORTHO_011470	LOC128178241	LOC105318195
ORTHO_011471	LOC128178243	LOC105325375
ORTHO_011472	LOC128178223	LOC105318177
ORTHO_011473	LOC128178242	LOC109618452
ORTHO_011474	LOC128178244	LOC105318191
ORTHO_011475	LOC128178245	LOC105318192
ORTHO_011476	LOC128178246	LOC105318189
ORTHO_011477	LOC128178247	LOC105318196
ORTHO_011478	LOC128178249	LOC105318190
ORTHO_011479	LOC128178250	LOC105318194
ORTHO_011480	LOC128178251	LOC136276064
ORTHO_011481	LOC128178248	LOC105325892
ORTHO_011482	LOC128178254	LOC105318208
ORTHO_011483	LOC128178255	LOC105318186
ORTHO_011484	LOC128178256	LOC105318187
ORTHO_011485	LOC128178257	LOC136269459
ORTHO_011486	LOC128178258	LOC105318188
ORTHO_011487	LOC128178259	LOC105318180
ORTHO_011488	LOC128178263	LOC109620671
ORTHO_011489	LOC128178264	LOC105338853
ORTHO_011490	LOC128178267	LOC105345196
ORTHO_011491	LOC128178270	LOC105327618
ORTHO_011492	LOC128178271	LOC105334154
ORTHO_011493	LOC128178272	LOC105317707
ORTHO_011494	LOC128178273	LOC105345179
ORTHO_011495	LOC128178275	LOC105320841
ORTHO_011496	LOC128178276	LOC136274274
ORTHO_011497	LOC128178277	LOC105343258
ORTHO_011498	LOC128178279	LOC105347897
ORTHO_011499	LOC128178280	LOC105336843
ORTHO_011500	LOC128178281	LOC105322724
ORTHO_011501	LOC128178282	LOC105334560
ORTHO_011502	LOC128178283	LOC105334562
ORTHO_011503	LOC128178284	LOC105334563
ORTHO_011504	LOC128178278	LOC105325887
ORTHO_011505	LOC128178287	LOC105330462
ORTHO_011506	LOC128178288	LOC117689518
ORTHO_011507	LOC128178289	LOC109620253
ORTHO_011508	LOC128178290	LOC105322446
ORTHO_011509	LOC128178291	LOC105343407
ORTHO_011510	LOC128178292	LOC105324542
ORTHO_011511	LOC128178294	LOC105330400
ORTHO_011512	LOC128178295	LOC117688766
ORTHO_011513	LOC128178296	LOC136276199
ORTHO_011514	LOC128178298	LOC105332134
ORTHO_011515	LOC128178300	LOC105344363
ORTHO_011516	LOC128178302	LOC105344356
ORTHO_011517	LOC128178301	LOC117692687
ORTHO_011518	LOC128178304	LOC105323459
ORTHO_011519	LOC128178306	LOC105348075
ORTHO_011520	LOC128178307	LOC105340684
ORTHO_011521	LOC128178308	LOC105317530
ORTHO_011522	LOC128178309	LOC105317514
ORTHO_011523	LOC128178312	LOC105328218
ORTHO_011524	LOC128178310	LOC105333459
ORTHO_011525	LOC128178313	LOC105324250
ORTHO_011526	LOC128178315	LOC105324340
ORTHO_011527	LOC128178316	LOC105346372
ORTHO_011528	LOC128178319	LOC117686578
ORTHO_011529	LOC128178318	LOC105333460
ORTHO_011530	LOC128178321	LOC105339573
ORTHO_011531	LOC128178322	LOC136276453
ORTHO_011532	LOC128178323	LOC105344420
ORTHO_011533	LOC128178325	LOC105338156
ORTHO_011534	LOC128178326	LOC105344320
ORTHO_011535	LOC128178327	LOC105330465
ORTHO_011536	LOC128178299	LOC105318173
ORTHO_011537	LOC128178329	LOC117683589
ORTHO_011538	LOC128178328	LOC105333458
ORTHO_011539	LOC128178332	LOC105318628
ORTHO_011540	LOC128178335	LOC105338655
ORTHO_011541	LOC128178336	LOC105338640
ORTHO_011542	LOC128178337	LOC105338665
ORTHO_011543	LOC128178339	LOC105349078
ORTHO_011544	LOC128178340	LOC105338416
ORTHO_011545	LOC128178343	LOC105318528
ORTHO_011546	LOC128178345	LOC105331811
ORTHO_011547	LOC128178346	LOC105327623
ORTHO_011548	LOC128178347	LOC105327622
ORTHO_011549	LOC128178349	LOC105346960
ORTHO_011550	LOC128178350	LOC105328101
ORTHO_011551	LOC128178351	LOC105328102
ORTHO_011552	LOC128178353	LOC105337852
ORTHO_011553	LOC128178354	LOC105337851
ORTHO_011554	LOC128178355	LOC105345141
ORTHO_011555	LOC128178356	LOC105345140
ORTHO_011556	LOC128178357	LOC105345143
ORTHO_011557	LOC128178358	LOC105345142
ORTHO_011558	LOC128178359	LOC105345110
ORTHO_011559	LOC128178361	LOC105345139
ORTHO_011560	LOC128178362	LOC105327577
ORTHO_011561	LOC128178364	LOC105345222
ORTHO_011562	LOC128178367	LOC105327683
ORTHO_011563	LOC128178368	LOC105343884
ORTHO_011564	LOC128178369	LOC105336823
ORTHO_011565	LOC128178372	LOC105322762
ORTHO_011566	LOC128178375	LOC105330795
ORTHO_011567	LOC128178378	LOC105341761
ORTHO_011568	LOC128178379	LOC105331439
ORTHO_011569	LOC128178381	LOC105347718
ORTHO_011570	LOC128178382	LOC105347719
ORTHO_011571	LOC128178360	LOC136269441
ORTHO_011572	LOC128178383	LOC105335795
ORTHO_011573	LOC128178384	LOC105329260
ORTHO_011574	LOC128178385	LOC105320701
ORTHO_011575	LOC128178388	LOC117689361
ORTHO_011576	LOC128178389	LOC105330405
ORTHO_011577	LOC128178391	LOC105346932
ORTHO_011578	LOC128178392	LOC105335274
ORTHO_011579	LOC128178393	LOC105348818
ORTHO_011580	LOC128178394	LOC105329517
ORTHO_011581	LOC128178395	LOC105347881
ORTHO_011582	LOC128178397	LOC105347845
ORTHO_011583	LOC128178399	LOC105332444
ORTHO_011584	LOC128178400	LOC105341340
ORTHO_011585	LOC128178401	LOC105331704
ORTHO_011586	LOC128178398	LOC105328827
ORTHO_011587	LOC128178402	LOC105326477
ORTHO_011588	LOC128178406	LOC105321082
ORTHO_011589	LOC128178409	LOC105317513
ORTHO_011590	LOC128178410	LOC105317940
ORTHO_011591	LOC128178411	LOC105317941
ORTHO_011592	LOC128178412	LOC105348091
ORTHO_011593	LOC128178413	LOC105347041
ORTHO_011594	LOC128178417	LOC105328024
ORTHO_011595	LOC128178414	LOC105327269
ORTHO_011596	LOC128178419	LOC105333103
ORTHO_011597	LOC128178420	LOC136276599
ORTHO_011598	LOC128178421	LOC105334558
ORTHO_011599	LOC128178422	LOC105331253
ORTHO_011600	LOC128178424	LOC105343259
ORTHO_011601	LOC128178427	LOC105328417
ORTHO_011602	LOC128178429	LOC105318663
ORTHO_011603	LOC128178430	LOC105328816
ORTHO_011604	LOC128178431	LOC109618819
ORTHO_011605	LOC128178433	LOC117689101
ORTHO_011606	LOC128178434	LOC105343262
ORTHO_011607	LOC128178435	LOC105347537
ORTHO_011608	LOC128178436	LOC105347553
ORTHO_011609	LOC128178437	LOC105347536
ORTHO_011610	LOC128178438	LOC105347538
ORTHO_011611	LOC128178440	LOC105347539
ORTHO_011612	LOC128178442	LOC105347983
ORTHO_011613	LOC128178443	LOC105319329
ORTHO_011614	LOC128178444	LOC105319330
ORTHO_011615	LOC128178446	LOC105337016
ORTHO_011616	LOC128178445	LOC105331106
ORTHO_011617	LOC128178448	LOC105334587
ORTHO_011618	LOC128178449	LOC105331713
ORTHO_011619	LOC128178450	LOC109617790
ORTHO_011620	LOC128178451	LOC105342181
ORTHO_011621	LOC128178452	LOC105337444
ORTHO_011622	LOC128178453	LOC105319625
ORTHO_011623	LOC128178454	LOC105319623
ORTHO_011624	LOC128178456	LOC105346905
ORTHO_011625	LOC128178457	LOC105329185
ORTHO_011626	LOC128178458	LOC105342594
ORTHO_011627	LOC128178459	LOC105335022
ORTHO_011628	LOC128178460	LOC105337135
ORTHO_011629	LOC128178464	LOC105317414
ORTHO_011630	LOC128178465	LOC105340840
ORTHO_011631	LOC128178466	LOC105326646
ORTHO_011632	LOC128178467	LOC105322322
ORTHO_011633	LOC128178468	LOC109617906
ORTHO_011634	LOC128178469	LOC105330539
ORTHO_011635	LOC128178471	LOC136276005
ORTHO_011636	LOC128178472	LOC105344338
ORTHO_011637	LOC128178476	LOC105347274
ORTHO_011638	LOC128178470	LOC105341493
ORTHO_011639	LOC128178478	LOC105343328
ORTHO_011640	LOC128178479	LOC136269450
ORTHO_011641	LOC128178480	LOC105343816
ORTHO_011642	LOC128178483	LOC105341494
ORTHO_011643	LOC128178484	LOC105344991
ORTHO_011644	LOC128178485	LOC105348204
ORTHO_011645	LOC128178486	LOC105349081
ORTHO_011646	LOC128178487	LOC117688972
ORTHO_011647	LOC128178488	LOC117682712
ORTHO_011648	LOC128178492	LOC105326896
ORTHO_011649	LOC128178495	LOC105336334
ORTHO_011650	LOC128178499	LOC105342586
ORTHO_011651	LOC128178500	LOC117688817
ORTHO_011652	LOC128178502	LOC105318460
ORTHO_011653	LOC128178504	LOC105345667
ORTHO_011654	LOC128178496	LOC105324425
ORTHO_011655	LOC128178506	LOC105345371
ORTHO_011656	LOC128178507	LOC117688840
ORTHO_011657	LOC128178508	LOC105328413
ORTHO_011658	LOC128178510	LOC109617704
ORTHO_011659	LOC128178511	LOC105333083
ORTHO_011660	LOC128178512	LOC105336829
ORTHO_011661	LOC128178513	LOC105341251
ORTHO_011662	LOC128178515	LOC105341247
ORTHO_011663	LOC128178516	LOC105341249
ORTHO_011664	LOC128178517	LOC105341250
ORTHO_011665	LOC128178514	LOC105325011
ORTHO_011666	LOC128178519	LOC105347937
ORTHO_011667	LOC128178521	LOC105341946
ORTHO_011668	LOC128178522	LOC105317564
ORTHO_011669	LOC128178523	LOC105318203
ORTHO_011670	LOC128178524	LOC105318166
ORTHO_011671	LOC128178526	LOC105318164
ORTHO_011672	LOC128178528	LOC105336769
ORTHO_011673	LOC128178529	LOC105331075
ORTHO_011674	LOC128178530	LOC105337802
ORTHO_011675	LOC128178531	LOC105326739
ORTHO_011676	LOC128178532	LOC105343002
ORTHO_011677	LOC128178525	LOC105324845
ORTHO_011678	LOC128178533	LOC105335669
ORTHO_011679	LOC128178534	LOC105326310
ORTHO_011680	LOC128178535	LOC105332418
ORTHO_011681	LOC128178536	LOC117688910
ORTHO_011682	LOC128178537	LOC105332419
ORTHO_011683	LOC128178539	LOC105332420
ORTHO_011684	LOC128178538	LOC105325205
ORTHO_011685	LOC128178541	LOC105335021
ORTHO_011686	LOC128178542	LOC105334610
ORTHO_011687	LOC128178543	LOC105334612
ORTHO_011688	LOC128178546	LOC105336822
ORTHO_011689	LOC128178544	LOC105324763
ORTHO_011690	LOC128178547	LOC109617428
ORTHO_011691	LOC128178548	LOC117689409
ORTHO_011692	LOC128178549	LOC117689469
ORTHO_011693	LOC128178550	LOC105320197
ORTHO_011694	LOC128178551	LOC105335632
ORTHO_011695	LOC128178552	LOC105317823
ORTHO_011696	LOC128178553	LOC117688955
ORTHO_011697	LOC128178555	LOC105317821
ORTHO_011698	LOC128178556	LOC105317373
ORTHO_011699	LOC128178557	LOC105340413
ORTHO_011700	LOC128178554	LOC105324168
ORTHO_011701	LOC128178558	LOC105340412
ORTHO_011702	LOC128178559	LOC105324952
ORTHO_011703	LOC128178560	LOC105338312
ORTHO_011704	LOC128178562	LOC105347675
ORTHO_011705	LOC128178565	LOC105347676
ORTHO_011706	LOC128178566	LOC105341336
ORTHO_011707	LOC128178564	LOC105324627
ORTHO_011708	LOC128178567	LOC105341335
ORTHO_011709	LOC128178568	LOC105325081
ORTHO_011710	LOC128178572	LOC117689298
ORTHO_011711	LOC128178573	LOC105339395
ORTHO_011712	LOC128178574	LOC105327620
ORTHO_011713	LOC128178575	LOC105322974
ORTHO_011714	LOC128178576	LOC136276652
ORTHO_011715	LOC128178579	LOC105320899
ORTHO_011716	LOC128178578	LOC105324266
ORTHO_011717	LOC128178580	LOC105330267
ORTHO_011718	LOC128178581	LOC105330266
ORTHO_011719	LOC128178582	LOC105341570
ORTHO_011720	LOC128178583	LOC105326540
ORTHO_011721	LOC128178584	LOC105348367
ORTHO_011722	LOC128178585	LOC105348357
ORTHO_011723	LOC128178586	LOC105346159
ORTHO_011724	LOC128178587	LOC105325834
ORTHO_011725	LOC128178588	LOC105349079
ORTHO_011726	LOC128178589	LOC117680472
ORTHO_011727	LOC128178591	LOC105346295
ORTHO_011728	LOC128178593	LOC105339217
ORTHO_011729	LOC128178594	LOC105335537
ORTHO_011730	LOC128178597	LOC105345210
ORTHO_011731	LOC128178600	LOC105318456
ORTHO_011732	LOC128178601	LOC105318457
ORTHO_011733	LOC128178602	LOC105320389
ORTHO_011734	LOC128178604	LOC105338509
ORTHO_011735	LOC128178609	LOC105327634
ORTHO_011736	LOC128178611	LOC105321596
ORTHO_011737	LOC128178613	LOC117689073
ORTHO_011738	LOC128178614	LOC105327496
ORTHO_011739	LOC128178618	LOC105330404
ORTHO_011740	LOC128178625	LOC105333107
ORTHO_011741	LOC128178631	LOC105347899
ORTHO_011742	LOC128178632	LOC105335024
ORTHO_011743	LOC128178634	LOC105322765
ORTHO_011744	LOC128178637	LOC105339606
ORTHO_011745	LOC128178644	LOC105328027
ORTHO_011746	LOC128178645	LOC105326756
ORTHO_011747	LOC128178646	LOC105335651
ORTHO_011748	LOC128178615	LOC105318169
ORTHO_011749	LOC128178648	LOC105320146
ORTHO_011750	LOC128178649	LOC105342582
ORTHO_011751	LOC128178650	LOC105319622
ORTHO_011752	LOC128178652	LOC105345216
ORTHO_011753	LOC128178653	LOC105337655
ORTHO_011754	LOC128178654	LOC105332541
ORTHO_011755	LOC128178655	LOC117692888
ORTHO_011756	LOC128178656	LOC105331809
ORTHO_011757	LOC128178658	LOC117688984
ORTHO_011758	LOC128178659	LOC105334615
ORTHO_011759	LOC128178660	LOC105326272
ORTHO_011760	LOC128178661	LOC105326279
ORTHO_011761	LOC128178662	LOC105326277
ORTHO_011762	LOC128178663	LOC105327652
ORTHO_011763	LOC128178664	LOC105326275
ORTHO_011764	LOC128178665	LOC105326269
ORTHO_011765	LOC128178667	LOC105334906
ORTHO_011766	LOC128178668	LOC105334905
ORTHO_011767	LOC128178669	LOC105326274
ORTHO_011768	LOC128178670	LOC136276180
ORTHO_011769	LOC128178672	LOC117689111
ORTHO_011770	LOC128178674	LOC105326273
ORTHO_011771	LOC128178675	LOC105326282
ORTHO_011772	LOC128178642	LOC105333222
ORTHO_011773	LOC128178677	LOC105326276
ORTHO_011774	LOC128178678	LOC105326271
ORTHO_011775	LOC128178679	LOC105326280
ORTHO_011776	LOC128178680	LOC105326278
ORTHO_011777	LOC128178682	LOC105326281
ORTHO_011778	LOC128178684	LOC105331706
ORTHO_011779	LOC128178685	LOC105331705
ORTHO_011780	LOC128178687	LOC105322425
ORTHO_011781	LOC128178688	LOC105342947
ORTHO_011782	LOC128178689	LOC105326630
ORTHO_011783	LOC128178690	LOC105345233
ORTHO_011784	LOC128178691	LOC117684759
ORTHO_011785	LOC128178693	LOC105332131
ORTHO_011786	LOC128178695	LOC105347272
ORTHO_011787	LOC128178696	LOC105333505
ORTHO_011788	LOC128178697	LOC105343895
ORTHO_011789	LOC128178694	LOC105342689
ORTHO_011790	LOC128178698	LOC109621066
ORTHO_011791	LOC128178701	LOC117688869
ORTHO_011792	LOC128178703	LOC105334555
ORTHO_011793	LOC128178705	LOC117688908
ORTHO_011794	LOC128178707	LOC117688909
ORTHO_011795	LOC128178704	LOC105342687
ORTHO_011796	LOC128178709	LOC117688588
ORTHO_011797	LOC128178710	LOC105344371
ORTHO_011798	LOC128178711	LOC105323707
ORTHO_011799	LOC128178712	LOC105340837
ORTHO_011800	LOC128178714	LOC105328501
ORTHO_011801	LOC128178715	LOC105324612
ORTHO_011802	LOC128178713	LOC105342688
ORTHO_011803	LOC128178718	LOC105340356
ORTHO_011804	LOC128178719	LOC105326612
ORTHO_011805	LOC128178720	LOC105321344
ORTHO_011806	LOC128178721	LOC105340908
ORTHO_011807	LOC128178722	LOC105341254
ORTHO_011808	LOC128178723	LOC117689253
ORTHO_011809	LOC128178726	LOC105341345
ORTHO_011810	LOC128178728	LOC105344380
ORTHO_011811	LOC128178729	LOC105344379
ORTHO_011812	LOC128178730	LOC105331136
ORTHO_011813	LOC128178731	LOC105348196
ORTHO_011814	LOC128178732	LOC105319628
ORTHO_011815	LOC128178734	LOC105340125
ORTHO_011816	LOC128178735	LOC105335835
ORTHO_011817	LOC128178738	LOC105321381
ORTHO_011818	LOC128178739	LOC105321391
ORTHO_011819	LOC128178740	LOC105321370
ORTHO_011820	LOC128178742	LOC117684917
ORTHO_011821	LOC128178743	LOC105324555
ORTHO_011822	LOC128178744	LOC105324556
ORTHO_011823	LOC128178741	LOC105324927
ORTHO_011824	LOC128178745	LOC105319062
ORTHO_011825	LOC128178746	LOC105333367
ORTHO_011826	LOC128178749	LOC105338569
ORTHO_011827	LOC128178750	LOC105322085
ORTHO_011828	LOC128178748	LOC105332654
ORTHO_011829	LOC128178752	LOC105342386
ORTHO_011830	LOC128178754	LOC105342387
ORTHO_011831	LOC128178756	LOC105320838
ORTHO_011832	LOC128178758	LOC136276511
ORTHO_011833	LOC128178759	LOC117689433
ORTHO_011834	LOC128178760	LOC105327237
ORTHO_011835	LOC128178761	LOC105349028
ORTHO_011836	LOC128178762	LOC105340350
ORTHO_011837	LOC128178763	LOC105338841
ORTHO_011838	LOC128178764	LOC105329344
ORTHO_011839	LOC128178765	LOC105329337
ORTHO_011840	LOC128178767	LOC105328566
ORTHO_011841	LOC128178768	LOC105328493
ORTHO_011842	LOC128178769	LOC105328492
ORTHO_011843	LOC128178770	LOC105328491
ORTHO_011844	LOC128178771	LOC105328496
ORTHO_011845	LOC128178772	LOC105328495
ORTHO_011846	LOC128178775	LOC117689092
ORTHO_011847	LOC128178776	LOC105335502
ORTHO_011848	LOC128178779	LOC105338148
ORTHO_011849	LOC128178777	LOC105332707
ORTHO_011850	LOC128178781	LOC105342042
ORTHO_011851	LOC128178782	LOC105342045
ORTHO_011852	LOC128178783	LOC105342043
ORTHO_011853	LOC128178787	LOC105346444
ORTHO_011854	LOC128178788	LOC117689428
ORTHO_011855	LOC128178789	LOC105320816
ORTHO_011856	LOC128178792	LOC105349070
ORTHO_011857	LOC128178794	LOC105322410
ORTHO_011858	LOC128178796	LOC105317436
ORTHO_011859	LOC128178799	LOC105349046
ORTHO_011860	LOC128178801	LOC105322413
ORTHO_011861	LOC128178802	LOC105322414
ORTHO_011862	LOC128178803	LOC136276531
ORTHO_011863	LOC128178804	LOC105341132
ORTHO_011864	LOC128178797	LOC105324324
ORTHO_011865	LOC128178806	LOC105322417
ORTHO_011866	LOC128178808	LOC105322416
ORTHO_011867	LOC128178810	LOC136269545
ORTHO_011868	LOC128178811	LOC105321556
ORTHO_011869	LOC128178815	LOC105349051
ORTHO_011870	LOC128178795	LOC105318175
ORTHO_011871	LOC128178818	LOC105347910
ORTHO_011872	LOC128178819	LOC117680314
ORTHO_011873	LOC128178821	LOC105347934
ORTHO_011874	LOC128178824	LOC105338878
ORTHO_011875	LOC128178825	LOC105338877
ORTHO_011876	LOC128178827	LOC105323992
ORTHO_011877	LOC128178828	LOC105339982
ORTHO_011878	LOC128178831	LOC105320392
ORTHO_011879	LOC128178834	LOC105342293
ORTHO_011880	LOC128178836	LOC105330575
ORTHO_011881	LOC128178837	LOC105339546
ORTHO_011882	LOC128178838	LOC105339547
ORTHO_011883	LOC128178839	LOC105339548
ORTHO_011884	LOC128178840	LOC117689062
ORTHO_011885	LOC128178843	LOC105330398
ORTHO_011886	LOC128178844	LOC117688915
ORTHO_011887	LOC128178842	LOC105330574
ORTHO_011888	LOC128178845	LOC105346898
ORTHO_011889	LOC128178846	LOC105347930
ORTHO_011890	LOC128178847	LOC105326284
ORTHO_011891	LOC128178848	LOC105344401
ORTHO_011892	LOC128178851	LOC105317936
ORTHO_011893	LOC128178850	LOC105330577
ORTHO_011894	LOC128178852	LOC105317937
ORTHO_011895	LOC128178855	LOC105327631
ORTHO_011896	LOC128178856	LOC105323810
ORTHO_011897	LOC128178857	LOC105319613
ORTHO_011898	LOC128178858	LOC105327990
ORTHO_011899	LOC128178860	LOC105334571
ORTHO_011900	LOC128178861	LOC105328490
ORTHO_011901	LOC128178859	LOC105328437
ORTHO_011902	LOC128178863	LOC105337442
ORTHO_011903	LOC128178864	LOC105342859
ORTHO_011904	LOC128178867	LOC105327253
ORTHO_011905	LOC128178865	LOC105323254
ORTHO_011906	LOC128178869	LOC117689450
ORTHO_011907	LOC128178870	LOC109619808
ORTHO_011908	LOC128178872	LOC105346907
ORTHO_011909	LOC128178875	LOC105327487
ORTHO_011910	LOC128178878	LOC105328424
ORTHO_011911	LOC128178879	LOC105325252
ORTHO_011912	LOC128178880	LOC109618538
ORTHO_011913	LOC128178882	LOC105344084
ORTHO_011914	LOC128178883	LOC117689389
ORTHO_011915	LOC128178884	LOC105346089
ORTHO_011916	LOC128178885	LOC105346088
ORTHO_011917	LOC128178886	LOC105348205
ORTHO_011918	LOC128178887	LOC105346964
ORTHO_011919	LOC128178888	LOC105318522
ORTHO_011920	LOC128178891	LOC117688748
ORTHO_011921	LOC128178892	LOC136276207
ORTHO_011922	LOC128178894	LOC105332947
ORTHO_011923	LOC128178895	LOC105339722
ORTHO_011924	LOC128178893	LOC105323255
ORTHO_011925	LOC128178896	LOC105332946
ORTHO_011926	LOC128178898	LOC105340118
ORTHO_011927	LOC128178899	LOC117689212
ORTHO_011928	LOC128178900	LOC117689334
ORTHO_011929	LOC128178901	LOC105336776
ORTHO_011930	LOC128178902	LOC105333917
ORTHO_011931	LOC128178903	LOC105324775
ORTHO_011932	LOC128178904	LOC105333915
ORTHO_011933	LOC128178906	LOC105327613
ORTHO_011934	LOC128178907	LOC105327615
ORTHO_011935	LOC128178908	LOC117691756
ORTHO_011936	LOC128178909	LOC105327616
ORTHO_011937	LOC128178910	LOC105324613
ORTHO_011938	LOC128178911	LOC105326768
ORTHO_011939	LOC128178914	LOC105318537
ORTHO_011940	LOC128178916	LOC105318538
ORTHO_011941	LOC128178915	LOC105322208
ORTHO_011942	LOC128178917	LOC117684947
ORTHO_011943	LOC128178918	LOC105333342
ORTHO_011944	LOC128178921	LOC117689388
ORTHO_011945	LOC128178919	LOC105335200
ORTHO_011946	LOC128178922	LOC105336892
ORTHO_011947	LOC128178923	LOC105336891
ORTHO_011948	LOC128178925	LOC105336890
ORTHO_011949	LOC128178926	LOC105340112
ORTHO_011950	LOC128178929	LOC105333090
ORTHO_011951	LOC128178928	LOC105335206
ORTHO_011952	LOC128178930	LOC105345252
ORTHO_011953	LOC128178934	LOC105335427
ORTHO_011954	LOC128178937	LOC105346429
ORTHO_011955	LOC128178939	LOC105326359
ORTHO_011956	LOC128178938	LOC105337092
ORTHO_011957	LOC128178941	LOC105346965
ORTHO_011958	LOC128178944	LOC105345356
ORTHO_011959	LOC128178945	LOC105343851
ORTHO_011960	LOC128178946	LOC136276639
ORTHO_011961	LOC128178947	LOC105322680
ORTHO_011962	LOC128178948	LOC105320844
ORTHO_011963	LOC128178949	LOC105332540
ORTHO_011964	LOC128178950	LOC117688968
ORTHO_011965	LOC128178951	LOC136276128
ORTHO_011966	LOC128178953	LOC105340702
ORTHO_011967	LOC128178955	LOC105345946
ORTHO_011968	LOC128178952	LOC105337093
ORTHO_011969	LOC128178956	LOC105345945
ORTHO_011970	LOC128178958	LOC105337194
ORTHO_011971	LOC128178960	LOC109617942
ORTHO_011972	LOC128178964	LOC117689132
ORTHO_011973	LOC128178966	LOC105347171
ORTHO_011974	LOC128178961	LOC105344659
ORTHO_011975	LOC128178969	LOC117688863
ORTHO_011976	LOC128178971	LOC105345931
ORTHO_011977	LOC128178972	LOC136276118
ORTHO_011978	LOC128178973	LOC105345932
ORTHO_011979	LOC128178974	LOC105345934
ORTHO_011980	LOC128178976	LOC136276120
ORTHO_011981	LOC128178978	LOC105338740
ORTHO_011982	LOC128178979	LOC105338851
ORTHO_011983	LOC128178975	LOC105344658
ORTHO_011984	LOC128178980	LOC109618234
ORTHO_011985	LOC128178981	LOC105333346
ORTHO_011986	LOC128178982	LOC105333344
ORTHO_011987	LOC128178983	LOC105333345
ORTHO_011988	LOC128178987	LOC105346933
ORTHO_011989	LOC128178988	LOC117689005
ORTHO_011990	LOC128178989	LOC105329037
ORTHO_011991	LOC128178990	LOC105329038
ORTHO_011992	LOC128178991	LOC105329039
ORTHO_011993	LOC128178992	LOC105329040
ORTHO_011994	LOC128178993	LOC105338744
ORTHO_011995	LOC128178994	LOC117683603
ORTHO_011996	LOC128178997	LOC105337002
ORTHO_011997	LOC128178998	LOC105336999
ORTHO_011998	LOC128178999	LOC105337001
ORTHO_011999	LOC128179000	LOC105336998
ORTHO_012000	LOC128179001	LOC105337000
ORTHO_012001	LOC128179002	LOC136276663
ORTHO_012002	LOC128179004	LOC105347735
ORTHO_012003	LOC128179006	LOC105317818
ORTHO_012004	LOC128179007	LOC105319327
ORTHO_012005	LOC128179008	LOC117680543
ORTHO_012006	LOC128179012	LOC105338541
ORTHO_012007	LOC128179013	LOC105338530
ORTHO_012008	LOC128179015	LOC105335536
ORTHO_012009	LOC128179017	LOC105344297
ORTHO_012010	LOC128179018	LOC105340828
ORTHO_012011	LOC128179020	LOC105323205
ORTHO_012012	LOC128179022	LOC105340104
ORTHO_012013	LOC128179023	LOC105334736
