CAmt|atp6::CM046786.1:9839-10508(+)	CAmt|atp6
CG|XM_011451760.4	LOC105344121
CG|XM_011451761.4	LOC105344121
CG|XM_011451762.4	LOC105344121
CG|XM_011451765.4	LOC105344121
CG|XM_011451781.4	LOC105344134
CG|XM_011451782.4	LOC105344135
CG|XM_011451787.4	LOC105344141
CG|XM_011451790.4	LOC105344142
CG|XM_011451791.4	LOC105344142
CG|XM_011451792.4	LOC105344142
CG|XM_011451793.4	LOC105344142
CG|XM_011451795.4	LOC105344147
CG|XM_011451796.4	LOC105344148
CG|XM_011451798.4	LOC105344149
CG|XM_011451799.4	LOC105344149
CG|XM_011451800.4	LOC105344149
CG|XM_011451801.4	LOC105344150
CG|XM_011451803.4	LOC105344151
CG|XM_011451805.4	LOC105344152
CG|XM_011451807.4	LOC105344154
CG|XM_011451822.4	LOC105344160
CG|XM_011451823.4	LOC105344161
CG|XM_011451827.4	LOC105344170
CG|XM_011451836.4	LOC105344169
CG|XM_011451840.4	LOC105344171
CG|XM_011451841.4	LOC105344172
CG|XM_011451842.4	LOC105344173
CG|XM_011451844.4	LOC105344176
CG|XM_011451846.4	LOC105344175
CG|XM_011451856.4	LOC105344190
CG|XM_011451858.4	LOC105344191
CG|XM_011451879.4	LOC105344200
CG|XM_011451881.4	LOC105344201
CG|XM_011451882.4	LOC105344201
CG|XM_011451883.4	LOC105344202
CG|XM_011451884.4	LOC105344204
CG|XM_011451885.4	LOC105344205
CG|XM_011451887.4	LOC105344205
CG|XM_011451891.4	LOC105344211
CG|XM_011451894.4	LOC105344214
CG|XM_011451902.4	LOC105344216
CG|XM_011451917.4	LOC105344218
CG|XM_011451918.4	LOC105344220
CG|XM_011451920.4	LOC105344222
CG|XM_011451921.4	LOC105344224
CG|XM_011451922.4	LOC105344225
CG|XM_011451924.4	LOC105344203
CG|XM_011451930.4	LOC105344228
CG|XM_011451932.4	LOC105344229
CG|XM_011451933.4	LOC105344229
CG|XM_011451934.4	LOC105344231
CG|XM_011451938.4	LOC105344231
CG|XM_011451939.4	LOC105344230
CG|XM_011451948.4	LOC105344231
CG|XM_011451956.4	LOC105344236
CG|XM_011451957.4	LOC105344237
CG|XM_011451959.4	LOC105344239
CG|XM_011451960.4	LOC105344241
CG|XM_011451962.4	LOC136269451
CG|XM_011451966.4	LOC105344246
CG|XM_011451972.4	LOC105344250
CG|XM_011451974.4	LOC105344255
CG|XM_011451975.4	LOC105344256
CG|XM_011451976.4	LOC105344256
CG|XM_011451978.4	LOC105344250
CG|XM_011451989.4	LOC105344250
CG|XM_011451991.4	LOC105344258
CG|XM_011451992.4	LOC105344258
CG|XM_011451993.4	LOC105344258
CG|XM_011451995.4	LOC105344258
CG|XM_011451998.4	LOC105344258
CG|XM_011451999.4	LOC105344263
CG|XM_011452001.4	LOC105344263
CG|XM_011452008.4	LOC105344260
CG|XM_011452013.4	LOC105344276
CG|XM_011452015.4	LOC105344278
CG|XM_011452017.4	LOC105344280
CG|XM_011452018.4	LOC105344277
CG|XM_011452019.4	LOC105344281
CG|XM_011452020.4	LOC105344281
CG|XM_011452021.4	LOC105344281
CG|XM_011452025.4	LOC105344282
CG|XM_011452027.4	LOC105344283
CG|XM_011452029.4	LOC105344287
CG|XM_011452031.4	LOC105344288
CG|XM_011452032.4	LOC105344289
CG|XM_011452033.4	LOC105344289
CG|XM_011452034.4	LOC105344289
CG|XM_011452035.4	LOC105344289
CG|XM_011452036.4	LOC105344289
CG|XM_011452047.4	LOC105344292
CG|XM_011452055.4	LOC105344299
CG|XM_011452062.4	LOC105344310
CG|XM_011452063.4	LOC105344312
CG|XM_011452068.4	LOC105344317
CG|XM_011452069.4	LOC105344318
CG|XM_011452072.4	LOC105344320
CG|XM_011452073.4	LOC105344321
CG|XM_011452082.4	LOC105344328
CG|XM_011452083.4	LOC105344329
CG|XM_011452084.4	LOC105344330
CG|XM_011452085.4	LOC105344331
CG|XM_011452086.4	LOC105344331
CG|XM_011452087.4	LOC105344331
CG|XM_011452088.4	LOC105344332
CG|XM_011452094.4	LOC105344337
CG|XM_011452095.4	LOC105344337
CG|XM_011452096.4	LOC105344338
CG|XM_011452097.4	LOC105344339
CG|XM_011452098.4	LOC105344342
CG|XM_011452099.4	LOC105344343
CG|XM_011452108.4	LOC105344333
CG|XM_011452113.4	LOC105344352
CG|XM_011452114.4	LOC105344353
CG|XM_011452115.4	LOC105344354
CG|XM_011452116.4	LOC105344357
CG|XM_011452117.4	LOC105344358
CG|XM_011452119.4	LOC105344358
CG|XM_011452120.4	LOC105344356
CG|XM_011452121.4	LOC105344358
CG|XM_011452124.4	LOC105344359
CG|XM_011452130.4	LOC105344365
CG|XM_011452139.4	LOC105344366
CG|XM_011452140.4	LOC105344367
CG|XM_011452141.4	LOC105344368
CG|XM_011452142.4	LOC105344363
CG|XM_011452143.4	LOC105344371
CG|XM_011452144.4	LOC105344372
CG|XM_011452145.4	LOC105344372
CG|XM_011452146.4	LOC105344373
CG|XM_011452150.4	LOC105344376
CG|XM_011452151.4	LOC105344377
CG|XM_011452153.4	LOC105344375
CG|XM_011452155.4	LOC105344378
CG|XM_011452156.4	LOC105344379
CG|XM_011452161.4	LOC105344381
CG|XM_011452173.3	LOC105344389
CG|XM_011452181.4	LOC105344401
CG|XM_011452182.4	LOC105344404
CG|XM_011452183.4	LOC105344405
CG|XM_011452184.4	LOC105344406
CG|XM_011452187.4	LOC105344407
CG|XM_011452189.4	LOC105344401
CG|XM_011452191.4	LOC105344410
CG|XM_011452192.4	LOC105344411
CG|XM_011452193.4	LOC105344412
CG|XM_011452195.4	LOC105344414
CG|XM_011452196.4	LOC105344415
CG|XM_011452198.4	LOC105344418
CG|XM_011452199.4	LOC105344419
CG|XM_011452200.4	LOC105344420
CG|XM_011452201.4	LOC105344421
CG|XM_011452202.4	LOC105344422
CG|XM_011452204.3	LOC105344425
CG|XM_011452207.4	LOC105344428
CG|XM_011452208.4	LOC105344429
CG|XM_011452215.4	LOC105344432
CG|XM_011452216.4	LOC105344431
CG|XM_011452217.4	LOC105344433
CG|XM_011452222.4	LOC105344431
CG|XM_011452224.3	LOC105344439
CG|XM_011452234.4	LOC105344445
CG|XM_011452237.4	LOC105344451
CG|XM_011452239.4	LOC105344452
CG|XM_011452241.4	LOC105344454
CG|XM_011452242.4	LOC105344453
CG|XM_011452243.4	LOC105344460
CG|XM_011452246.4	LOC105344453
CG|XM_011452247.4	LOC105344465
CG|XM_011452250.4	LOC105344467
CG|XM_011452251.4	LOC105344467
CG|XM_011452252.4	LOC105344468
CG|XM_011452253.4	LOC105344469
CG|XM_011452254.4	LOC105344453
CG|XM_011452259.4	LOC105344453
CG|XM_011452262.4	LOC105344481
CG|XM_011452283.4	LOC105344501
CG|XM_011452289.4	LOC105344509
CG|XM_011452290.4	LOC105344506
CG|XM_011452292.4	LOC105344510
CG|XM_011452300.4	LOC105344519
CG|XM_011452306.4	LOC105344524
CG|XM_011452314.4	LOC105344530
CG|XM_011452315.4	LOC105344531
CG|XM_011452316.4	LOC105344531
CG|XM_011452321.4	LOC105344538
CG|XM_011452343.4	LOC105344555
CG|XM_011452352.4	LOC105344565
CG|XM_011452353.4	LOC105344562
CG|XM_011452355.4	LOC105344567
CG|XM_011452356.4	LOC105344568
CG|XM_011452359.4	LOC105344570
CG|XM_011452362.4	LOC105344575
CG|XM_011452363.4	LOC105344576
CG|XM_011452364.4	LOC105344573
CG|XM_011452366.4	LOC105344577
CG|XM_011452369.4	LOC105344580
CG|XM_011452371.4	LOC105344581
CG|XM_011452372.4	LOC105344581
CG|XM_011452373.4	LOC105344573
CG|XM_011452376.4	LOC105344583
CG|XM_011452377.4	LOC105344583
CG|XM_011452378.4	LOC105344583
CG|XM_011452381.4	LOC105344587
CG|XM_011452383.4	LOC105344588
CG|XM_011452385.4	LOC105344588
CG|XM_011452389.4	LOC105344592
CG|XM_011452390.4	LOC105344592
CG|XM_011452391.4	LOC105344592
CG|XM_011452393.4	LOC105344592
CG|XM_011452394.4	LOC105344592
CG|XM_011452395.4	LOC105344592
CG|XM_011452401.4	LOC105344586
CG|XM_011452408.4	LOC105344603
CG|XM_011452409.4	LOC105344604
CG|XM_011452412.4	LOC105344606
CG|XM_011452421.3	LOC105344615
CG|XM_011452423.4	LOC105344617
CG|XM_011452425.4	LOC105344620
CG|XM_011452426.4	LOC105344620
CG|XM_011452427.4	LOC105344620
CG|XM_011452428.4	LOC105344620
CG|XM_011452429.4	LOC105344620
CG|XM_011452430.4	LOC105344621
CG|XM_011452431.4	LOC105344621
CG|XM_011452437.4	LOC105344624
CG|XM_011452438.4	LOC105344624
CG|XM_011452440.4	LOC105344628
CG|XM_011452442.4	LOC105344625
CG|XM_011452444.4	LOC105344631
CG|XM_011452446.4	LOC105344633
CG|XM_011452448.4	LOC105344634
CG|XM_011452449.4	LOC105344635
CG|XM_011452451.4	LOC105344638
CG|XM_011452452.4	LOC105344638
CG|XM_011452453.4	LOC105344638
CG|XM_011452456.4	LOC105344638
CG|XM_011452460.4	LOC105344639
CG|XM_011452461.4	LOC105344640
CG|XM_011452463.4	LOC105344641
CG|XM_011452464.3	LOC105344643
CG|XM_011452465.4	LOC105344644
CG|XM_011452466.4	LOC105344644
CG|XM_011452468.4	LOC105344645
CG|XM_011452469.4	LOC105344645
CG|XM_011452470.4	LOC105344645
CG|XM_011452471.4	LOC105344646
CG|XM_011452472.4	LOC105344647
CG|XM_011452473.4	LOC105344648
CG|XM_011452474.4	LOC105344648
CG|XM_011452475.4	LOC105344648
CG|XM_011452476.4	LOC105344649
CG|XM_011452477.4	LOC105344649
CG|XM_011452478.4	LOC105344651
CG|XM_011452481.4	LOC105344653
CG|XM_011452482.4	LOC105344654
CG|XM_011452483.4	LOC105344655
CG|XM_011452484.4	LOC105344655
CG|XM_011452485.4	LOC105344655
CG|XM_011452486.4	LOC105344657
CG|XM_011452487.4	LOC105344658
CG|XM_011452492.4	LOC105344660
CG|XM_011452493.4	LOC105344661
CG|XM_011452494.4	LOC105344662
CG|XM_011452496.3	LOC105344664
CG|XM_011452505.4	LOC105344671
CG|XM_011452507.4	LOC105344671
CG|XM_011452510.4	LOC105344673
CG|XM_011452519.4	LOC105344687
CG|XM_011452520.4	LOC105344687
CG|XM_011452531.4	LOC105344692
CG|XM_011452532.4	LOC105344693
CG|XM_011452541.4	LOC105344699
CG|XM_011452551.4	LOC105344711
CG|XM_011452552.4	LOC105344711
CG|XM_011452556.4	LOC105344713
CG|XM_011452560.4	LOC105344716
CG|XM_011452561.4	LOC105344716
CG|XM_011452562.4	LOC105344717
CG|XM_011452563.4	LOC105344718
CG|XM_011452564.4	LOC105344718
CG|XM_011452566.4	LOC105344718
CG|XM_011452567.4	LOC105344718
CG|XM_011452568.4	LOC105344718
CG|XM_011452570.4	LOC105344718
CG|XM_011452571.3	LOC105344718
CG|XM_011452572.3	LOC105344720
CG|XM_011452575.3	LOC105344721
CG|XM_011452576.4	LOC105344722
CG|XM_011452577.4	LOC105344722
CG|XM_011452578.4	LOC105344722
CG|XM_011452580.4	LOC105344722
CG|XM_011452584.4	LOC105344724
CG|XM_011452588.4	LOC105344725
CG|XM_011452595.3	LOC105344728
CG|XM_011452597.4	LOC105344730
CG|XM_011452598.4	LOC105344730
CG|XM_011452599.4	LOC105344730
CG|XM_011452600.4	LOC105344730
CG|XM_011452607.4	LOC117680305
CG|XM_011452608.4	LOC117680305
CG|XM_011452609.4	LOC105344740
CG|XM_011452613.4	LOC105344743
CG|XM_011452616.3	LOC105344744
CG|XM_011452618.4	LOC105344746
CG|XM_011452620.4	LOC105344749
CG|XM_011452621.4	LOC105344750
CG|XM_011452628.4	LOC105344755
CG|XM_011452639.4	LOC105344766
CG|XM_011452641.4	LOC105344769
CG|XM_011452645.4	LOC105344773
CG|XM_011452656.4	LOC105344782
CG|XM_011452657.4	LOC105344784
CG|XM_011452670.4	LOC105344795
CG|XM_011452673.4	LOC105344795
CG|XM_011452680.4	LOC105344799
CG|XM_011452681.4	LOC105344800
CG|XM_011452682.4	LOC105344800
CG|XM_011452683.4	LOC105344800
CG|XM_011452684.4	LOC105344800
CG|XM_011452685.4	LOC105344801
CG|XM_011452686.4	LOC105344802
CG|XM_011452687.4	LOC105344803
CG|XM_011452689.4	LOC105344803
CG|XM_011452690.4	LOC105344803
CG|XM_011452691.4	LOC105344804
CG|XM_011452692.4	LOC105344805
CG|XM_011452693.4	LOC105344806
CG|XM_011452694.4	LOC105344807
CG|XM_011452695.4	LOC105344808
CG|XM_011452696.4	LOC105344808
CG|XM_011452697.4	LOC105344793
CG|XM_011452698.4	LOC105344808
CG|XM_011452699.4	LOC105344808
CG|XM_011452700.4	LOC105344809
CG|XM_011452702.4	LOC105344814
CG|XM_011452703.4	LOC105344814
CG|XM_011452706.4	LOC105344817
CG|XM_011452707.4	LOC105344815
CG|XM_011452708.4	LOC105344819
CG|XM_011452709.4	LOC105344820
CG|XM_011452710.4	LOC105344820
CG|XM_011452712.4	LOC105344822
CG|XM_011452713.4	LOC105344822
CG|XM_011452714.4	LOC105344822
CG|XM_011452715.4	LOC105344822
CG|XM_011452716.4	LOC105344815
CG|XM_011452717.4	LOC105344822
CG|XM_011452719.4	LOC105344822
CG|XM_011452720.4	LOC105344822
CG|XM_011452721.4	LOC105344823
CG|XM_011452722.4	LOC105344824
CG|XM_011452725.4	LOC105344826
CG|XM_011452727.4	LOC105344830
CG|XM_011452728.4	LOC105344827
CG|XM_011452732.4	LOC105344833
CG|XM_011452734.4	LOC105344827
CG|XM_011452745.4	LOC105344846
CG|XM_011452749.4	LOC105344850
CG|XM_011452750.4	LOC105344827
CG|XM_011452751.4	LOC105344851
CG|XM_011452752.4	LOC105344851
CG|XM_011452754.4	LOC105344827
CG|XM_011452768.4	LOC105344859
CG|XM_011452788.4	LOC105344879
CG|XM_011452789.4	LOC105344879
CG|XM_011452790.4	LOC105344879
CG|XM_011452795.4	LOC105344887
CG|XM_011452804.4	LOC105344893
CG|XM_011452824.4	LOC105344913
CG|XM_011452838.4	LOC105344920
CG|XM_011452840.4	LOC105344925
CG|XM_011452841.4	LOC105344925
CG|XM_011452877.4	LOC105344948
CG|XM_011452882.4	LOC105344954
CG|XM_011452891.4	LOC105344957
CG|XM_011452897.4	LOC105344960
CG|XM_011452899.4	LOC105344962
CG|XM_011452901.4	LOC105344963
CG|XM_011452903.4	LOC105344960
CG|XM_011452908.4	LOC105344973
CG|XM_011452909.4	LOC105344973
CG|XM_011452910.4	LOC105344960
CG|XM_011452914.4	LOC105344975
CG|XM_011452919.4	LOC105344960
CG|XM_011452921.4	LOC105344978
CG|XM_011452926.4	LOC105344981
CG|XM_011452927.4	LOC105344981
CG|XM_011452928.4	LOC105344981
CG|XM_011452929.4	LOC105344981
CG|XM_011452930.4	LOC105344981
CG|XM_011452931.4	LOC105344983
CG|XM_011452933.4	LOC105344982
CG|XM_011452934.4	LOC105344984
CG|XM_011452935.4	LOC105344985
CG|XM_011452936.4	LOC105344986
CG|XM_011452937.4	LOC105344987
CG|XM_011452939.4	LOC105344987
CG|XM_011452941.4	LOC105344982
CG|XM_011452942.4	LOC105344988
CG|XM_011452943.4	LOC105344988
CG|XM_011452944.4	LOC105344988
CG|XM_011452950.4	LOC105344982
CG|XM_011452951.4	LOC105344993
CG|XM_011452957.4	LOC105344998
CG|XM_011452958.4	LOC105344982
CG|XM_011452959.4	LOC105344998
CG|XM_011452960.4	LOC105344999
CG|XM_011452962.4	LOC105345000
CG|XM_011452964.4	LOC105345002
CG|XM_011452966.4	LOC105344982
CG|XM_011452967.4	LOC105345004
CG|XM_011452968.4	LOC105345005
CG|XM_011452969.4	LOC105345007
CG|XM_011452972.4	LOC105345009
CG|XM_011452973.4	LOC105345010
CG|XM_011452974.4	LOC105344982
CG|XM_011452975.4	LOC105345011
CG|XM_011452976.4	LOC105345012
CG|XM_011452983.4	LOC105344982
CG|XM_011452991.3	LOC105345015
CG|XM_011452993.4	LOC105344982
CG|XM_011452995.4	LOC105345017
CG|XM_011452996.4	LOC105345017
CG|XM_011452997.4	LOC105345018
CG|XM_011452998.4	LOC105345019
CG|XM_011452999.4	LOC105345019
CG|XM_011453001.4	LOC105345020
CG|XM_011453002.4	LOC105344982
CG|XM_011453006.4	LOC105345022
CG|XM_011453007.4	LOC105345023
CG|XM_011453009.4	LOC105345026
CG|XM_011453010.4	LOC105345029
CG|XM_011453011.4	LOC105345030
CG|XM_011453013.4	LOC105345031
CG|XM_011453015.4	LOC105345032
CG|XM_011453028.4	LOC105345050
CG|XM_011453037.3	LOC105345060
CG|XM_011453038.3	LOC105345057
CG|XM_011453042.4	LOC105345064
CG|XM_011453044.4	LOC105345069
CG|XM_011453048.4	LOC105345068
CG|XM_011453049.4	LOC105345071
CG|XM_011453050.4	LOC105345071
CG|XM_011453062.4	LOC105345074
CG|XM_011453063.4	LOC105345073
CG|XM_011453064.4	LOC105345075
CG|XM_011453065.4	LOC105345076
CG|XM_011453066.4	LOC105345077
CG|XM_011453070.4	LOC105345077
CG|XM_011453073.4	LOC105345077
CG|XM_011453074.4	LOC105345077
CG|XM_011453076.4	LOC105345078
CG|XM_011453082.4	LOC105345084
CG|XM_011453084.4	LOC105345078
CG|XM_011453085.4	LOC105345086
CG|XM_011453090.4	LOC105345078
CG|XM_011453101.4	LOC105345078
CG|XM_011453112.4	LOC105345078
CG|XM_011453114.4	LOC105345093
CG|XM_011453115.4	LOC105345094
CG|XM_011453117.4	LOC105345094
CG|XM_011453118.4	LOC105345094
CG|XM_011453122.4	LOC105345078
CG|XM_011453125.3	LOC105345096
CG|XM_011453126.4	LOC105345096
CG|XM_011453133.4	LOC105345099
CG|XM_011453134.4	LOC105345099
CG|XM_011453136.4	LOC105345099
CG|XM_011453144.4	LOC105345101
CG|XM_011453145.4	LOC105345103
CG|XM_011453146.4	LOC105345105
CG|XM_011453147.4	LOC105345106
CG|XM_011453148.4	LOC105345106
CG|XM_011453149.4	LOC105345078
CG|XM_011453152.4	LOC105345108
CG|XM_011453153.4	LOC105345109
CG|XM_011453154.4	LOC105345110
CG|XM_011453157.4	LOC105345078
CG|XM_011453163.4	LOC105345078
CG|XM_011453165.4	LOC105345118
CG|XM_011453169.4	LOC105345078
CG|XM_011453170.4	LOC105345128
CG|XM_011453173.4	LOC105345129
CG|XM_011453175.4	LOC105345102
CG|XM_011453180.4	LOC105345135
CG|XM_011453181.4	LOC105345135
CG|XM_011453183.4	LOC105345137
CG|XM_011453184.4	LOC105345138
CG|XM_011453186.4	LOC105345138
CG|XM_011453188.4	LOC105345139
CG|XM_011453191.4	LOC105345141
CG|XM_011453196.4	LOC105345141
CG|XM_011453197.4	LOC105345142
CG|XM_011453198.4	LOC105345143
CG|XM_011453199.4	LOC105345143
CG|XM_011453226.4	LOC105345164
CG|XM_011453228.4	LOC105345166
CG|XM_011453229.4	LOC105345167
CG|XM_011453230.4	LOC105345169
CG|XM_011453232.4	LOC105345170
CG|XM_011453234.4	LOC105345172
CG|XM_011453235.4	LOC105345173
CG|XM_011453236.4	LOC105345174
CG|XM_011453237.4	LOC105345175
CG|XM_011453238.4	LOC105345175
CG|XM_011453240.4	LOC105345175
CG|XM_011453241.4	LOC105345175
CG|XM_011453243.4	LOC105345175
CG|XM_011453244.4	LOC105345175
CG|XM_011453250.4	LOC105345178
CG|XM_011453251.4	LOC105345178
CG|XM_011453252.4	LOC105345178
CG|XM_011453253.4	LOC105345178
CG|XM_011453254.4	LOC105345178
CG|XM_011453255.4	LOC105345180
CG|XM_011453257.4	LOC105345182
CG|XM_011453259.4	LOC105345182
CG|XM_011453260.4	LOC105345183
CG|XM_011453262.4	LOC105345185
CG|XM_011453263.4	LOC105345186
CG|XM_011453264.4	LOC105345187
CG|XM_011453271.4	LOC105345193
CG|XM_011453273.4	LOC105345196
CG|XM_011453276.4	LOC105345201
CG|XM_011453278.4	LOC105345203
CG|XM_011453280.4	LOC105345203
CG|XM_011453282.4	LOC105345203
CG|XM_011453285.4	LOC105345205
CG|XM_011453286.4	LOC105345207
CG|XM_011453287.4	LOC105345208
CG|XM_011453288.4	LOC105345209
CG|XM_011453289.4	LOC105345209
CG|XM_011453290.4	LOC105345179
CG|XM_011453292.4	LOC105345210
CG|XM_011453293.4	LOC105345216
CG|XM_011453294.4	LOC105345217
CG|XM_011453295.4	LOC105345218
CG|XM_011453296.3	LOC105345219
CG|XM_011453297.3	LOC105345219
CG|XM_011453298.4	LOC105345220
CG|XM_011453299.4	LOC105345222
CG|XM_011453302.4	LOC105345221
CG|XM_011453334.4	LOC105345241
CG|XM_011453336.4	LOC105345243
CG|XM_011453339.4	LOC105345244
CG|XM_011453340.4	LOC105345247
CG|XM_011453341.4	LOC105345247
CG|XM_011453342.4	LOC105345248
CG|XM_011453344.4	LOC105345251
CG|XM_011453346.4	LOC105345251
CG|XM_011453347.4	LOC105345251
CG|XM_011453349.4	LOC105345251
CG|XM_011453350.4	LOC105345251
CG|XM_011453352.3	LOC105345251
CG|XM_011453353.4	LOC105345252
CG|XM_011453356.4	LOC105345254
CG|XM_011453359.4	LOC105345256
CG|XM_011453372.4	LOC105345263
CG|XM_011453383.4	LOC105345283
CG|XM_011453384.4	LOC105345284
CG|XM_011453385.4	LOC105345285
CG|XM_011453387.4	LOC105345285
CG|XM_011453388.4	LOC105345286
CG|XM_011453389.4	LOC105345287
CG|XM_011453391.4	LOC105345289
CG|XM_011453392.4	LOC105345289
CG|XM_011453393.4	LOC105345289
CG|XM_011453394.4	LOC105345289
CG|XM_011453395.4	LOC105345291
CG|XM_011453396.4	LOC105345292
CG|XM_011453400.4	LOC105345294
CG|XM_011453413.4	LOC105345300
CG|XM_011453414.4	LOC105345302
CG|XM_011453415.4	LOC105345302
CG|XM_011453417.4	LOC105345304
CG|XM_011453418.4	LOC105345305
CG|XM_011453419.4	LOC105345306
CG|XM_011453421.4	LOC105345307
CG|XM_011453426.4	LOC105345312
CG|XM_011453429.4	LOC105345316
CG|XM_011453431.4	LOC105345317
CG|XM_011453437.4	LOC105345320
CG|XM_011453440.4	LOC105345323
CG|XM_011453441.4	LOC105345324
CG|XM_011453442.4	LOC105345324
CG|XM_011453444.4	LOC105345325
CG|XM_011453446.4	LOC105318887
CG|XM_011453447.4	LOC105318887
CG|XM_011453448.4	LOC105345329
CG|XM_011453449.4	LOC105345327
CG|XM_011453451.4	LOC105345331
CG|XM_011453453.4	LOC105345333
CG|XM_011453454.4	LOC105345334
CG|XM_011453455.4	LOC105345336
CG|XM_011453457.4	LOC105345337
CG|XM_011453458.4	LOC105345337
CG|XM_011453459.4	LOC105345337
CG|XM_011453461.4	LOC105345338
CG|XM_011453467.3	LOC105345342
CG|XM_011453473.4	LOC105345345
CG|XM_011453481.4	LOC105345358
CG|XM_011453483.4	LOC105345357
CG|XM_011453488.4	LOC105345362
CG|XM_011453497.4	LOC105345372
CG|XM_011453500.4	LOC105345374
CG|XM_011453501.4	LOC105345371
CG|XM_011453503.4	LOC105345377
CG|XM_011453504.4	LOC105345377
CG|XM_011453505.4	LOC105345377
CG|XM_011453506.4	LOC105345377
CG|XM_011453507.4	LOC105345378
CG|XM_011453508.4	LOC105345379
CG|XM_011453509.4	LOC105345381
CG|XM_011453510.4	LOC105345381
CG|XM_011453511.4	LOC105345381
CG|XM_011453515.4	LOC105345382
CG|XM_011453519.4	LOC105345388
CG|XM_011453524.4	LOC105345395
CG|XM_011453532.4	LOC105345400
CG|XM_011453538.4	LOC105345403
CG|XM_011453540.4	LOC105345408
CG|XM_011453541.4	LOC105345409
CG|XM_011453542.4	LOC105345410
CG|XM_011453560.4	LOC105345434
CG|XM_011453561.4	LOC105345436
CG|XM_011453567.4	LOC105345442
CG|XM_011453575.4	LOC105345446
CG|XM_011453577.4	LOC105345447
CG|XM_011453578.4	LOC105345448
CG|XM_011453593.4	LOC105345463
CG|XM_011453599.4	LOC105345470
CG|XM_011453602.4	LOC105345473
CG|XM_011453603.4	LOC105345474
CG|XM_011453604.4	LOC105345476
CG|XM_011453608.4	LOC105345479
CG|XM_011453609.4	LOC105345479
CG|XM_011453610.4	LOC105345480
CG|XM_011453611.4	LOC105345481
CG|XM_011453612.4	LOC105345481
CG|XM_011453613.4	LOC105345482
CG|XM_011453614.4	LOC105345483
CG|XM_011453616.4	LOC105345484
CG|XM_011453617.4	LOC105345485
CG|XM_011453619.4	LOC105345487
CG|XM_011453620.4	LOC105345488
CG|XM_011453622.4	LOC105345490
CG|XM_011453647.4	LOC105345505
CG|XM_011453659.4	LOC105345516
CG|XM_011453661.4	LOC105345519
CG|XM_011453699.4	LOC105345525
CG|XM_011453700.4	LOC105345525
CG|XM_011453701.4	LOC105345525
CG|XM_011453706.4	LOC105345527
CG|XM_011453707.4	LOC105345528
CG|XM_011453708.4	LOC105345530
CG|XM_011453711.4	LOC105345529
CG|XM_011453715.4	LOC105345533
CG|XM_011453716.4	LOC105345534
CG|XM_011453717.4	LOC105345534
CG|XM_011453730.4	LOC105345549
CG|XM_011453731.4	LOC105345549
CG|XM_011453736.4	LOC105345550
CG|XM_011453737.4	LOC105345553
CG|XM_011453753.4	LOC105345567
CG|XM_011453754.4	LOC105345567
CG|XM_011453755.4	LOC105345567
CG|XM_011453758.4	LOC105345568
CG|XM_011453766.4	LOC105345575
CG|XM_011453784.4	LOC105345597
CG|XM_011453788.4	LOC105345600
CG|XM_011453790.4	LOC105345602
CG|XM_011453793.4	LOC105345604
CG|XM_011453800.4	LOC105345608
CG|XM_011453801.4	LOC105345608
CG|XM_011453803.4	LOC105345609
CG|XM_011453804.4	LOC105345607
CG|XM_011453805.4	LOC105345610
CG|XM_011453810.4	LOC105345617
CG|XM_011453811.4	LOC105345617
CG|XM_011453814.4	LOC105345618
CG|XM_011453817.4	LOC105345623
CG|XM_011453818.4	LOC105345624
CG|XM_011453822.4	LOC105345626
CG|XM_011453823.4	LOC105345627
CG|XM_011453857.4	LOC105345643
CG|XM_011453866.4	LOC105345652
CG|XM_011453869.4	LOC105345651
CG|XM_011453885.4	LOC105345662
CG|XM_011453894.4	LOC105345674
CG|XM_011453899.4	LOC105345677
CG|XM_011453900.4	LOC105345678
CG|XM_011453901.4	LOC105345678
CG|XM_011453902.4	LOC105345679
CG|XM_011453903.4	LOC105345679
CG|XM_011453904.4	LOC105345680
CG|XM_011453915.4	LOC105345683
CG|XM_011453917.4	LOC105345667
CG|XM_011453918.4	LOC105345684
CG|XM_011453919.4	LOC105345685
CG|XM_011453921.4	LOC105345686
CG|XM_011453922.4	LOC105345687
CG|XM_011453923.4	LOC105345687
CG|XM_011453924.4	LOC105345687
CG|XM_011453925.4	LOC105345687
CG|XM_011453928.4	LOC105345687
CG|XM_011453929.4	LOC105345687
CG|XM_011453930.4	LOC105345687
CG|XM_011453932.4	LOC105345687
CG|XM_011453933.4	LOC105345687
CG|XM_011453934.4	LOC105345687
CG|XM_011453936.4	LOC105345687
CG|XM_011453938.4	LOC105345687
CG|XM_011453939.4	LOC105345687
CG|XM_011453940.4	LOC105345687
CG|XM_011453941.4	LOC105345687
CG|XM_011453942.4	LOC105345687
CG|XM_011453945.4	LOC105345690
CG|XM_011453946.4	LOC105345691
CG|XM_011453948.4	LOC105345692
CG|XM_011453951.4	LOC105345694
CG|XM_011453952.4	LOC105345695
CG|XM_011453953.4	LOC105345695
CG|XM_011453954.4	LOC105345696
CG|XM_011453955.4	LOC105345667
CG|XM_011453956.4	LOC105345697
CG|XM_011453975.4	LOC105345451
CG|XM_011453977.4	LOC105345667
CG|XM_011453979.4	LOC105345701
CG|XM_011453982.4	LOC105345704
CG|XM_011453983.4	LOC105345705
CG|XM_011453984.4	LOC105345705
CG|XM_011453990.4	LOC117680314
CG|XM_011454000.3	LOC105345722
CG|XM_011454018.4	LOC105345740
